Result Time,Granularity Period,Object Name,Reliability,"67183986","67183990","67183993","67183994","67183995","67183996","67183997","67183998","67183999","67184000","67184001","67184002","67184003","67184004","67184005","67184006","67184007","67184008","67184009","67184010","67184011","67184012","67184014","67184015","67184016","67184017","67184018","67184019","67184020","67184021","67184022","67184023","67184024","67184025","67184026","67184027","67184028","67184029","67184030","67184031","67184032","67189903","67189905","67192689","67192690","67202812","67202816","67202819","67202820","67202821","67202822","67202823","67202824","67202825","67202826","67202827","67202828","67202829","67202830","67202831","67202832","67202833","67202834","67202835","67202836","67202837","67202838","67202840","67202841","67202842","67202843","67202844","67202845","67202846","67202847","67202848","67202849","67202850","67202851","67202852","67202853","67202854","67202855","67202856","67202857","67202858","67202859","67202860","67203449","67203450","67203451","67203452","67203453","67203454","67203455","67203456","67203457","67203458","67203459","67203460","67204482","67204483","73393908","73393910"
,Minutes,,,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,None,None,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit/s,kbit/s,bit,bit
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3668E, CellID=36685",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3668D, CellID=36684",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3864F, CellID=38646",Reliable,0,0,0,0,0,0,0,0,0,0,2604160,13760,0,4332160,30013120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130880,10677120,0,81280,0,0,0,28800,0,0,0,3532264,5339680,0.917,0,,,,,,,,,,,5.405,11.097,,6.143,15.244,,,,,,,,,,,,,,,,4.93,10.346,,18.991,,,,13.714,,,,1.793,2.512,8619.372,12800.435,0,0,10327.813,2208.75,0,3439.063,0,24309.063,18.75,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3864E, CellID=38645",Reliable,0,0,0,0,0,0,0,0,0,0,1320000,0,0,215680,8428160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942080,3338240,0,0,0,0,0,0,0,0,0,1848264,2913960,0.15,0,,,,,,,,,,,5.583,,,1.822,13.742,,,,,,,,,,,,,,,,4.511,10.205,,,,,,,,,,1.716,2.51,1001.936,1126.728,0,0,3617.5,1155.313,0,88.125,0,7404.063,0,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3864D, CellID=38644",Reliable,0,0,0,0,0,0,0,0,0,0,734720,0,0,8320,37021440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652160,1591360,0,0,0,0,0,0,0,0,0,894536,1287152,0.1,0,,,,,,,,,,,5.842,,,0.395,59.911,,,,,,,,,,,,,,,,5.37,10.214,,,,,,,,,,1.722,2.345,271.632,1410.985,0,0,1799.688,649.375,0,8.125,0,35136.875,0,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3453F, CellID=34536",Reliable,0,0,0,0,0,0,0,0,0,0,5223680,0,53760,76800,18453120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649920,16239680,0,2322240,0,0,0,555200,0,0,0,6748016,9803376,1.35,0,,,,,,,,,,,3.227,,21.854,1.456,18.628,,,,,,,,,,,,,,,,4.697,11.885,,39.99,,,,79.314,,,,1.735,2.367,10432.471,18013.428,0,0,16560.937,4718.438,1869.063,22.5,0,12994.375,328.75,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3453E, CellID=34535",Reliable,0,0,0,0,0,0,0,0,0,0,1960640,0,64640,381760,15129600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090240,4024640,0,1320960,0,0,0,165760,0,0,0,3412880,4611808,0.333,0,,,,,,,,,,,2.898,,13.931,37.281,39.404,,,,,,,,,,,,,,,,4.011,11.548,,39.752,,,,38.549,,,,1.748,2.288,4231.738,2703.485,0,0,2938.125,1764.688,837.5,200.938,0,13415.313,0,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3453D, CellID=34534",Reliable,0,0,0,0,0,0,0,0,0,0,4931520,0,136000,123520,37377920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767360,10536000,0,656640,0,0,0,90880,0,0,0,6359512,8872312,1.767,0,,,,,,,,,,,2.073,,19.941,2.604,17.538,,,,,,,,,,,,,,,,4.347,10.896,,32.188,,,,69.908,,,,1.69,2.309,5252.452,7939.244,0,0,12095.625,4751.563,562.813,61.875,0,32468.125,0,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858F, CellID=38586",Reliable,0,0,0,0,0,0,0,0,0,0,4977280,30080,0,2098240,53247040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821760,26660160,0,2716160,0,0,0,651840,0,0,0,7923568,12732488,1.583,0,,,,,,,,,,,2.912,0.539,,3.992,17.587,,,,,,,,,,,,,,,,4.341,11.477,,48.313,,,,59.529,,,,1.726,2.586,10742.439,14018.528,0,0,26027.813,4342.5,2343.438,1585.625,0,41686.875,636.563,0,,,0,0
2023-02-07 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858E, CellID=38585",Reliable,0,0,0,0,0,0,0,0,0,0,4414400,0,0,692160,23105920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6574720,5741760,0,0,0,0,0,0,0,0,0,4452720,6449264,0.817,0,,,,,,,,,,,3.674,,,4.933,16.767,,,,,,,,,,,,,,,,5.713,10.263,,,,,,,,,,1.793,2.411,9943.469,9621.488,0,0,9872.188,4105,0,582.188,0,15952.5,0,0,,,0,0
